2021-01-27 00:00:00,1368.0046402447301,1535.96630859375,-10.935244309023728,Short
2021-02-02 00:00:00,1554.1257319528877,1505.06103515625,-3.1570609628208035,Long
2021-02-23 00:00:00,1502.4527066335218,1581.1431884765625,-4.976809337480645,Short
2021-02-24 00:00:00,1584.3911967047095,1505.8975830078125,-4.9541813827387875,Long
2021-03-05 00:00:00,1517.70854092115,1529.2242431640625,-0.7530420927074644,Short
2021-03-30 00:00:00,1523.614028168236,1470.1202392578125,-3.5109803350088864,Long
2021-03-31 00:00:00,1475.7796028546572,1453.5357666015625,1.5303260342263139,Short
2021-04-28 00:00:00,1462.7874771924294,1390.0518798828125,-4.972396772853185,Long
2021-04-30 00:00:00,1371.055800750036,1453.4371337890625,-5.668035522407567,Short
2021-05-18 00:00:00,1447.0395993117236,1443.004150390625,-0.27887619129552615,Long
2021-06-17 00:00:00,1446.3507348553378,1465.2481689453125,-1.289708766780244,Short
2021-06-21 00:00:00,1473.4175475862771,1454.09326171875,-1.3115281475494696,Long
2021-07-19 00:00:00,1425.4265477443657,1467.7840576171875,-2.8858134582538857,Short
2021-08-05 00:00:00,1466.4989989357646,1516.072509765625,3.3803985455043493,Long
2021-09-22 00:00:00,1524.2772580675257,1551.9554443359375,-1.7834394904458688,Short
2021-09-23 00:00:00,1560.8519497636337,1575.2840576171875,0.9246301582760191,Long
2021-10-28 00:00:00,1571.7255614706187,1535.941650390625,2.329770214310747,Short
2021-12-08 00:00:00,1527.4403414050892,1509.30126953125,-1.187546994938805,Long
2021-12-09 00:00:00,1507.3737476406652,1502.18408203125,0.34547467727109454,Short
2022-01-03 00:00:00,1502.530031827484,1491.656494140625,-0.7236818869859001,Long
2022-01-20 00:00:00,1482.7599748318225,1513.601318359375,-2.037613415993985,Short
2022-02-02 00:00:00,1511.1794844256128,1451.2760009765625,-3.964021750323004,Long
2022-02-07 00:00:00,1459.4311590487785,1507.5714111328125,-3.1932319576066197,Short
2022-02-10 00:00:00,1483.0069903006804,1456.76220703125,-1.7697005773458463,Long
2022-02-14 00:00:00,1459.0357230578732,1500.3553466796875,-2.753989160851487,Short
2022-02-15 00:00:00,1516.7150557842383,1403.0863037109375,-7.491766607047196,Long
2022-02-24 00:00:00,1423.4000954995615,1431.505859375,-0.5662403560805173,Short
2022-03-16 00:00:00,1455.081779889926,1416.332275390625,-2.66304650603435,Long
2022-03-28 00:00:00,1424.4379723413806,1435.1138916015625,-0.7439074572867354,Short
2022-03-29 00:00:00,1455.081793848076,1448.1126708984375,-0.47895059776729265,Long
2022-04-13 00:00:00,1402.5425778034971,1366.699951171875,2.622567345589565,Short
2022-05-26 00:00:00,1371.800048828125,1326.5999755859375,-3.294946175340944,Long
2022-06-13 00:00:00,1311.25,1353.800048828125,-3.143008368551702,Short
2022-06-24 00:00:00,1370.0,1347.550048828125,-1.6386825672901462,Long
2022-07-18 00:00:00,1337.0,1392.5,-3.985637342908438,Short
