SBILIFE,2021-04-07 00:00:00,919.6889964816053,870.8298950195312,-5.312567797265285,Long
SBILIFE,2021-04-12 00:00:00,879.813198103312,896.1328125,-1.8211155945914048,Short
SBILIFE,2021-04-13 00:00:00,893.3380017021602,1168.7257080078125,30.8268209547708,Long
SBILIFE,2021-09-14 00:00:00,1168.72565654294,1182.69970703125,-1.1815383402255957,Short
SBILIFE,2021-09-16 00:00:00,1200.766004315432,1189.5369873046875,-0.9351544739265163,Long
SBILIFE,2021-10-13 00:00:00,1190.734671644268,1198.42041015625,-0.6413223979538127,Short
SBILIFE,2021-11-08 00:00:00,1209.7493581260355,1151.0584716796875,-4.851491431023634,Long
SBILIFE,2021-11-11 00:00:00,1151.8570481759534,1179.85498046875,-2.3729977629685597,Short
SBILIFE,2021-11-18 00:00:00,1179.855021279192,1148.5133056640625,-2.6564039691206283,Long
SBILIFE,2021-11-22 00:00:00,1141.4762704337786,1185.8438720703125,-3.7414370206319365,Short
SBILIFE,2021-12-02 00:00:00,1174.8143190016356,1146.3673095703125,-2.4214047250886006,Long
SBILIFE,2021-12-06 00:00:00,1154.8515266344748,1173.4168701171875,-1.5821609485517802,Short
SBILIFE,2021-12-10 00:00:00,1179.8050218304897,1140.4283447265625,-3.3375580180895987,Long
SBILIFE,2021-12-17 00:00:00,1137.3839188486677,1175.4132080078125,-3.2353974670405474,Short
SBILIFE,2021-12-28 00:00:00,1175.4131425046269,1209.4000244140625,2.89148391152193,Long
SBILIFE,2022-01-27 00:00:00,1207.7530891974436,1126.454345703125,7.217224897256933,Short
SBILIFE,2022-03-17 00:00:00,1136.884865131137,1075.0,-5.443371358804992,Long
SBILIFE,2022-03-28 00:00:00,1111.0,1101.25,0.8853575482406357,Short
SBILIFE,2022-03-29 00:00:00,1110.0,1091.25,-1.6891891891891893,Long
SBILIFE,2022-04-25 00:00:00,1106.0,1096.0,0.9124087591240875,Short
SBILIFE,2022-05-25 00:00:00,1097.0,1105.1500244140625,0.7429375035608478,Long
SBILIFE,2022-06-16 00:00:00,1105.1500244140625,1117.6500244140625,-1.118418084995187,Short
SHREECEM,2021-01-06 00:00:00,24563.120080452452,23700.357421875,-3.512431058235336,Long
SHREECEM,2021-01-18 00:00:00,23654.739091923682,26270.1171875,-9.955715373895561,Short
SHREECEM,2021-02-02 00:00:00,26237.76529996357,26677.24609375,1.6749932349880492,Long
SHREECEM,2021-03-17 00:00:00,26958.310552199266,28138.21484375,-4.193245016084637,Short
SHREECEM,2021-03-23 00:00:00,27998.874860996864,28346.67578125,1.2421960595910628,Long
SHREECEM,2021-04-22 00:00:00,28323.866055598355,27722.486328125,2.169284963676738,Short
SHREECEM,2021-06-02 00:00:00,27803.086078560158,27961.5546875,0.5699676952841652,Long
SHREECEM,2021-06-29 00:00:00,27658.9788625553,27897.900390625,-0.8564140122530074,Short
SHREECEM,2021-07-13 00:00:00,27827.931268518452,27753.208984375,-0.2685154114491618,Long
SHREECEM,2021-07-27 00:00:00,27877.55576556404,28152.197265625,-0.9755597315180374,Short
SHREECEM,2021-07-30 00:00:00,28166.589364391948,27008.708984375,-4.110829199224008,Long
SHREECEM,2021-08-10 00:00:00,27105.670035726056,28174.259765625,-3.792787241930361,Short
SHREECEM,2021-08-31 00:00:00,28182.325906612943,29357.5859375,4.170202398416249,Long
SHREECEM,2021-09-27 00:00:00,29380.49481465551,28520.212890625,3.0163937672193804,Short
SHREECEM,2021-10-29 00:00:00,28684.303028743467,28025.90625,-2.2953208173951865,Long
SHREECEM,2021-11-16 00:00:00,28034.922128073587,26609.470703125,5.356932653234561,Short
SHREECEM,2021-12-28 00:00:00,26517.04337377566,26296.18359375,-0.8328974573540994,Long
SHREECEM,2022-01-19 00:00:00,26472.025984772376,24035.89453125,10.135389179525092,Short
SHREECEM,2022-03-17 00:00:00,24133.525925704187,23221.28515625,-3.779973022850241,Long
SHREECEM,2022-03-24 00:00:00,23442.98423106676,23592.248046875,-0.632681614366174,Short
SHREECEM,2022-03-29 00:00:00,23786.25891048429,23919.607421875,0.5606115358137956,Long
SHREECEM,2022-05-06 00:00:00,23826.169505230217,19945.78515625,19.454658307919757,Short
SBIN,2021-01-25 00:00:00,273.37048320432103,303.1270751953125,-9.816540463044594,Short
SBIN,2021-02-01 00:00:00,307.3222396915223,371.8111572265625,20.98413626028873,Long
SBIN,2021-03-12 00:00:00,373.1770065268189,354.5425720214844,5.255908874098574,Short
SBIN,2021-04-28 00:00:00,356.1035577603766,414.43231201171875,16.379716793111008,Long
SBIN,2021-07-20 00:00:00,419.01085414037215,422.30938720703125,-0.7810702689973701,Short
SBIN,2021-07-23 00:00:00,421.2262924033811,416.7954406738281,-1.0518934381498237,Long
SBIN,2021-07-26 00:00:00,417.63236835928416,423.34326171875,-1.3489982895393053,Short
SBIN,2021-07-27 00:00:00,423.3924910548711,419.89703369140625,-0.8255832206083731,Long
SBIN,2021-08-10 00:00:00,423.19555159934237,423.29400634765625,-0.023259187901900503,Short
SBIN,2021-09-01 00:00:00,424.77097137935715,487.4921569824219,14.765883223938411,Long
SBIN,2021-11-16 00:00:00,486.2613569009857,487.0982971191406,-0.17182162678557691,Short
SBIN,2021-12-10 00:00:00,490.1014077781664,473.7565002441406,-3.33500522027146,Long
SBIN,2021-12-16 00:00:00,472.67339613783315,476.07037353515625,-0.7135452206568033,Short
SBIN,2022-01-04 00:00:00,474.494964521039,493.6953125,4.0464808722136985,Long
SBIN,2022-02-14 00:00:00,494.2860829954864,516.7357177734375,-4.344509970141856,Short
SBIN,2022-02-15 00:00:00,518.4096212229404,508.7602233886719,-1.8613462094907365,Long
SBIN,2022-02-16 00:00:00,512.0095266958451,485.1782531738281,5.530188821633763,Short
SBIN,2022-03-16 00:00:00,491.332220841226,487.14752197265625,-0.8517045475676274,Long
SBIN,2022-04-25 00:00:00,491.332211336915,468.95001220703125,4.77283261483369,Short
SBIN,2022-05-27 00:00:00,473.0,463.70001220703125,-1.9661707807544928,Long
SBIN,2022-06-06 00:00:00,461.8500061035156,471.29998779296875,-2.0050884647177805,Short
SBIN,2022-06-08 00:00:00,468.95001220703125,461.8500061035156,-1.5140219466251184,Long
SBIN,2022-06-10 00:00:00,454.0,461.20001220703125,-1.561147445026343,Short
SBIN,2022-06-27 00:00:00,458.8999938964844,511.29998779296875,11.41860854073239,Long
SBIN,2022-08-22 00:00:00,508.25,521.9000244140625,-2.6154481271364936,Short
SUNPHARMA,2021-01-18 00:00:00,573.8578750411028,583.2933959960938,-1.6176286273356175,Short
SUNPHARMA,2021-01-19 00:00:00,587.840053070606,569.94677734375,-3.0439021011565606,Long
SUNPHARMA,2021-01-21 00:00:00,569.9467482669272,595.9066772460938,-4.356374910772441,Short
SUNPHARMA,2021-02-02 00:00:00,598.8889324600223,587.1596069335938,-1.95851432389118,Long
SUNPHARMA,2021-02-22 00:00:00,586.8637432168423,615.8123168945312,-4.7008760434791546,Short
SUNPHARMA,2021-03-03 00:00:00,613.4945482525821,597.2200927734375,-2.652746552597609,Long
SUNPHARMA,2021-03-15 00:00:00,597.7133206115109,602.3983154296875,-0.7777237582138385,Short
SUNPHARMA,2021-04-01 00:00:00,603.3353437267873,659.161376953125,9.252902851920076,Long
SUNPHARMA,2021-05-31 00:00:00,660.9366969916196,671.9835815429688,-1.6439217943367002,Short
SUNPHARMA,2021-06-11 00:00:00,672.6740226757648,663.994384765625,-1.290318581891113,Long
SUNPHARMA,2021-06-15 00:00:00,665.7697710590465,667.0519409179688,-0.19221439595209547,Short
SUNPHARMA,2021-06-28 00:00:00,664.0436754253681,657.780517578125,-0.9431846246003409,Long
SUNPHARMA,2021-07-08 00:00:00,657.385965880627,673.660400390625,-2.415821755377211,Short
SUNPHARMA,2021-07-13 00:00:00,672.6247052159945,748.1210327148438,11.224138351356832,Long
SUNPHARMA,2021-09-20 00:00:00,748.1210779423336,802.3140869140625,-6.754587742584858,Short
SUNPHARMA,2021-09-29 00:00:00,805.7753336187664,798.655029296875,-0.8836587600558344,Long
SUNPHARMA,2021-10-28 00:00:00,791.1392614976415,769.9268188476562,2.755124530112329,Short
SUNPHARMA,2021-12-21 00:00:00,776.3053805073226,799.7923583984375,3.0254817860164653,Long
SUNPHARMA,2022-01-21 00:00:00,795.0949322489548,825.2571411132812,-3.654886139323468,Short
SUNPHARMA,2022-01-31 00:00:00,838.0142881435141,841.0885620117188,0.36685220188968054,Long
SUNPHARMA,2022-02-21 00:00:00,833.2642475201492,865.4087524414062,-3.71437252403262,Short
SUNPHARMA,2022-03-09 00:00:00,867.0533589328247,897.0548095703125,3.4601619760073095,Long
SUNPHARMA,2022-04-25 00:00:00,902.038493136013,925.611083984375,-2.546705766194121,Short
SUNPHARMA,2022-04-29 00:00:00,919.4313925054632,897.951904296875,-2.33617085338541,Long
SUNPHARMA,2022-05-04 00:00:00,902.0384789412558,912.6536254882812,-1.163107914171296,Short
SUNPHARMA,2022-05-20 00:00:00,916.9893744348184,885.3931274414062,-3.4456502849759105,Long
SUNPHARMA,2022-05-30 00:00:00,864.4120153481508,846.6702880859375,2.0954706350121173,Short
SUNPHARMA,2022-07-07 00:00:00,850.7069815479133,880.5499877929688,3.508024136672098,Long
TCS,2021-02-15 00:00:00,3087.3735132399247,3009.894775390625,2.574134434292458,Short
TCS,2021-03-10 00:00:00,3013.8646341028198,3082.031494140625,2.2617757701018126,Long
TCS,2021-04-20 00:00:00,3085.4128677951294,3082.962646484375,0.07947619195284353,Short
TCS,2021-05-10 00:00:00,3062.870499375692,3026.21435546875,-1.196790524261916,Long
TCS,2021-05-12 00:00:00,3036.8971115479835,3067.0185546875,-0.9821082788521172,Short
TCS,2021-05-25 00:00:00,3072.9280240818425,3209.338623046875,4.439108169667934,Long
TCS,2021-07-08 00:00:00,3200.966745612942,3242.400390625,-1.2778694800265387,Short
TCS,2021-08-03 00:00:00,3257.3050579268656,3726.70263671875,14.410611546793096,Long
TCS,2021-09-30 00:00:00,3732.822558876788,3783.705810546875,-1.344799363847276,Short
TCS,2021-10-05 00:00:00,3786.3708180290323,3637.91650390625,-3.9207547611530322,Long
TCS,2021-10-11 00:00:00,3658.052592708738,3517.12353515625,4.006940789648067,Short
TCS,2021-11-16 00:00:00,3511.387873907409,3483.004638671875,-0.8083195663585165,Long
TCS,2021-11-17 00:00:00,3476.3292143601375,3538.287353515625,-1.751077088013392,Short
TCS,2021-12-01 00:00:00,3549.5615571939625,3736.253662109375,5.25958211760098,Long
TCS,2022-01-24 00:00:00,3734.420713712584,3820.31396484375,-2.2483296378673145,Short
TCS,2022-02-02 00:00:00,3815.1625251618802,3743.83251953125,-1.8696452683258535,Long
TCS,2022-02-07 00:00:00,3756.2657577954787,3777.615234375,-0.5651575201531472,Short
TCS,2022-02-16 00:00:00,3789.4042470611284,3684.786865234375,-2.7607870526848495,Long
TCS,2022-02-21 00:00:00,3616.0328896859296,3621.8779296875,-0.16138147433573813,Short
TCS,2022-03-16 00:00:00,3662.1994370642337,3662.001220703125,-0.005412494991469734,Long
TCS,2022-04-11 00:00:00,3648.726014247478,3413.98828125,6.875762705065023,Short
TCS,2022-06-02 00:00:00,3450.292338091275,3211.1240234375,-6.931827544389596,Long
TCS,2022-06-13 00:00:00,3181.6017093911805,3305.973388671875,-3.762029050411048,Short
TCS,2022-06-27 00:00:00,3298.293758316998,3258.498779296875,-1.2065322841476913,Long
TCS,2022-06-30 00:00:00,3251.41752088757,3306.37255859375,-1.6620945381168195,Short
TCS,2022-07-01 00:00:00,3303.2805698387983,3226.533203125,-2.323368090938265,Long
TCS,2022-07-04 00:00:00,3246.4305856285487,3188.85009765625,1.805681866783871,Short
TCS,2022-07-27 00:00:00,3216.0,3255.35009765625,1.2235726883162312,Long
TATACONSUM,2021-01-18 00:00:00,581.9130022267829,584.3787841796875,-0.42194925956560037,Short
TATACONSUM,2021-02-05 00:00:00,586.8445185807134,603.3156127929688,2.80672200058898,Long
TATACONSUM,2021-03-09 00:00:00,608.3457014582513,612.4388427734375,-0.668334702065989,Short
TATACONSUM,2021-03-10 00:00:00,614.4607286759383,606.8169555664062,-1.2439807383627464,Long
TATACONSUM,2021-03-12 00:00:00,608.6415908164249,625.4085083007812,-2.680954490035898,Short
TATACONSUM,2021-03-23 00:00:00,624.1264091888404,636.4057006835938,1.9674366144371944,Long
TATACONSUM,2021-05-04 00:00:00,640.1043228652154,644.246826171875,-0.6429994123951549,Short
TATACONSUM,2021-05-19 00:00:00,647.008377971619,636.060546875,-1.6920694490758528,Long
TATACONSUM,2021-05-20 00:00:00,636.2084510618259,645.9728393554688,-1.5115787690679698,Short
